school_id,school_name,region,grade,gender,year,enrollment,performance_score,ingestion_timestamp
30,School_30,East,7,M,2024,130,81.87,2026-02-26 09:07:03.566365
20,School_20,South,3,M,2021,149,79.17,2026-02-26 09:07:03.566365
46,School_46,West,1,F,2024,178,95.72,2026-02-26 09:07:03.566365
33,School_33,East,2,F,2024,43,82.24,2026-02-26 09:07:03.566365
30,School_30,East,11,M,2020,54,65.49,2026-02-26 09:07:03.566365
24,School_24,South,10,F,2024,66,75.55,2026-02-26 09:07:03.566365
11,School_11,East,7,M,2024,50,84.84,2026-02-26 09:07:03.566365
0,School_0,South,7,M,2022,108,61.84,2026-02-26 09:07:03.566365
21,School_21,North,12,F,2024,95,95.39,2026-02-26 09:07:03.566365
39,School_39,West,1,F,2021,137,62.71,2026-02-26 09:07:03.566365
36,School_36,East,10,F,2024,149,61.22,2026-02-26 09:07:03.566365
46,School_46,North,7,F,2021,123,60.08,2026-02-26 09:07:03.566365
0,School_0,East,10,M,2024,78,87.35,2026-02-26 09:07:03.566365
0,School_0,East,11,M,2021,115,78.24,2026-02-26 09:07:03.566365
41,School_41,North,6,F,2024,82,64.11,2026-02-26 09:07:03.566365
41,School_41,East,11,F,2021,164,94.25,2026-02-26 09:07:03.566365
20,School_20,East,6,F,2024,73,68.11,2026-02-26 09:07:03.566365
14,School_14,North,7,M,2020,144,73.05,2026-02-26 09:07:03.566365
16,School_16,East,7,M,2022,168,67.11,2026-02-26 09:07:03.566365
21,School_21,South,1,F,2022,41,97.07,2026-02-26 09:07:03.566365
37,School_37,East,10,M,2022,144,90.32,2026-02-26 09:07:03.566365
34,School_34,West,5,M,2022,116,88.96,2026-02-26 09:07:03.566365
44,School_44,East,8,M,2020,135,61.76,2026-02-26 09:07:03.566365
15,School_15,West,8,M,2020,48,80.91,2026-02-26 09:07:03.566365
7,School_7,West,3,F,2024,168,83.02,2026-02-26 09:07:03.566365
46,School_46,East,3,F,2020,21,75.3,2026-02-26 09:07:03.566365
16,School_16,North,7,F,2022,61,72.87,2026-02-26 09:07:03.566365
16,School_16,South,4,F,2023,71,94.08,2026-02-26 09:07:03.566365
25,School_25,South,6,M,2024,57,60.92,2026-02-26 09:07:03.566365
12,School_12,East,9,F,2021,150,85.01,2026-02-26 09:07:03.566365
16,School_16,North,10,F,2022,172,75.77,2026-02-26 09:07:03.566365
37,School_37,North,2,F,2022,96,86.64,2026-02-26 09:07:03.566365
16,School_16,South,2,F,2022,162,67.92,2026-02-26 09:07:03.566365
47,School_47,North,6,F,2020,124,69.55,2026-02-26 09:07:03.566365
13,School_13,East,3,M,2021,29,83.47,2026-02-26 09:07:03.566365
44,School_44,East,1,F,2024,139,99.2,2026-02-26 09:07:03.566365
5,School_5,North,2,M,2022,146,98.99,2026-02-26 09:07:03.566365
34,School_34,East,7,M,2021,133,69.96,2026-02-26 09:07:03.566365
45,School_45,West,4,M,2023,88,64.09,2026-02-26 09:07:03.566365
13,School_13,South,12,M,2020,128,83.61,2026-02-26 09:07:03.566365
46,School_46,East,2,M,2022,63,76.8,2026-02-26 09:07:03.566365
7,School_7,North,11,M,2021,188,90.47,2026-02-26 09:07:03.566365
14,School_14,South,12,F,2021,39,81.12,2026-02-26 09:07:03.566365
26,School_26,East,12,M,2022,126,80.42,2026-02-26 09:07:03.566365
12,School_12,South,8,F,2021,184,85.86,2026-02-26 09:07:03.566365
48,School_48,North,4,M,2021,186,65.06,2026-02-26 09:07:03.566365
30,School_30,West,4,M,2024,138,87.09,2026-02-26 09:07:03.566365
34,School_34,West,2,M,2020,128,79.54,2026-02-26 09:07:03.566365
5,School_5,East,1,F,2024,27,92.81,2026-02-26 09:07:03.566365
4,School_4,West,1,M,2020,62,65.55,2026-02-26 09:07:03.566365
21,School_21,East,3,M,2020,157,72.03,2026-02-26 09:07:03.566365
48,School_48,South,6,F,2024,60,98.01,2026-02-26 09:07:03.566365
22,School_22,East,7,M,2022,151,82.12,2026-02-26 09:07:03.566365
24,School_24,East,9,M,2021,151,97.17,2026-02-26 09:07:03.566365
33,School_33,East,5,M,2023,43,87.56,2026-02-26 09:07:03.566365
25,School_25,West,9,F,2024,40,97.06,2026-02-26 09:07:03.566365
46,School_46,East,8,M,2024,157,72.71,2026-02-26 09:07:03.566365
4,School_4,North,1,M,2022,65,63.62,2026-02-26 09:07:03.566365
25,School_25,East,11,F,2021,140,92.09,2026-02-26 09:07:03.566365
19,School_19,South,12,F,2024,63,92.18,2026-02-26 09:07:03.566365
5,School_5,North,3,M,2023,119,84.75,2026-02-26 09:07:03.566365
5,School_5,South,8,M,2021,52,83.18,2026-02-26 09:07:03.566365
49,School_49,South,9,M,2024,113,96.6,2026-02-26 09:07:03.566365
17,School_17,South,4,M,2024,55,67.06,2026-02-26 09:07:03.566365
3,School_3,North,12,F,2020,172,84.66,2026-02-26 09:07:03.566365
16,School_16,North,6,F,2020,32,61.99,2026-02-26 09:07:03.566365
13,School_13,West,4,F,2024,186,65.63,2026-02-26 09:07:03.566365
13,School_13,North,9,M,2022,185,77.49,2026-02-26 09:07:03.566365
12,School_12,East,2,F,2020,177,92.85,2026-02-26 09:07:03.566365
6,School_6,South,6,F,2024,33,89.33,2026-02-26 09:07:03.566365
43,School_43,West,11,M,2021,69,98.96,2026-02-26 09:07:03.566365
14,School_14,North,3,M,2023,87,61.79,2026-02-26 09:07:03.566365
18,School_18,South,10,M,2020,20,75.25,2026-02-26 09:07:03.566365
42,School_42,North,4,M,2024,22,66.35,2026-02-26 09:07:03.566365
46,School_46,West,2,M,2020,197,61.48,2026-02-26 09:07:03.566365
43,School_43,North,11,M,2021,183,70.58,2026-02-26 09:07:03.566365
34,School_34,North,8,F,2022,151,69.78,2026-02-26 09:07:03.566365
16,School_16,South,10,M,2024,190,76.8,2026-02-26 09:07:03.566365
34,School_34,East,8,M,2021,33,65.6,2026-02-26 09:07:03.566365
18,School_18,North,1,F,2023,108,79.54,2026-02-26 09:07:03.566365
19,School_19,West,10,F,2024,122,96.8,2026-02-26 09:07:03.566365
35,School_35,North,6,F,2023,144,89.93,2026-02-26 09:07:03.566365
34,School_34,North,1,F,2022,86,93.69,2026-02-26 09:07:03.566365
31,School_31,East,6,F,2024,26,92.19,2026-02-26 09:07:03.566365
47,School_47,South,7,M,2024,27,75.59,2026-02-26 09:07:03.566365
43,School_43,West,2,M,2021,63,88.36,2026-02-26 09:07:03.566365
39,School_39,South,9,F,2020,154,90.17,2026-02-26 09:07:03.566365
23,School_23,South,8,F,2024,67,68.23,2026-02-26 09:07:03.566365
16,School_16,South,9,F,2022,81,94.41,2026-02-26 09:07:03.566365
6,School_6,North,10,F,2024,44,78.31,2026-02-26 09:07:03.566365
42,School_42,East,4,M,2024,137,60.65,2026-02-26 09:07:03.566365
49,School_49,North,4,F,2024,132,85.74,2026-02-26 09:07:03.566365
0,School_0,West,12,F,2024,165,87.07,2026-02-26 09:07:03.566365
34,School_34,East,8,M,2022,141,82.07,2026-02-26 09:07:03.566365
31,School_31,South,1,M,2021,23,68.5,2026-02-26 09:07:03.566365
35,School_35,East,8,M,2020,164,79.29,2026-02-26 09:07:03.566365
12,School_12,West,7,F,2022,66,76.01,2026-02-26 09:07:03.566365
5,School_5,North,12,F,2022,137,98.99,2026-02-26 09:07:03.566365
13,School_13,North,7,M,2023,64,92.99,2026-02-26 09:07:03.566365
36,School_36,South,9,F,2020,108,90.48,2026-02-26 09:07:03.566365
47,School_47,North,10,F,2021,22,67.24,2026-02-26 09:07:03.566365
14,School_14,North,7,M,2021,159,73.24,2026-02-26 09:07:03.566365
46,School_46,West,2,M,2023,164,75.19,2026-02-26 09:07:03.566365
3,School_3,East,1,M,2023,137,79.71,2026-02-26 09:07:03.566365
39,School_39,North,1,F,2022,41,61.21,2026-02-26 09:07:03.566365
15,School_15,West,7,M,2021,58,83.72,2026-02-26 09:07:03.566365
27,School_27,West,5,F,2021,58,74.31,2026-02-26 09:07:03.566365
15,School_15,South,4,F,2021,126,82.47,2026-02-26 09:07:03.566365
3,School_3,West,5,F,2022,119,60.36,2026-02-26 09:07:03.566365
44,School_44,South,10,M,2021,35,72.86,2026-02-26 09:07:03.566365
25,School_25,North,10,M,2024,198,90.75,2026-02-26 09:07:03.566365
27,School_27,South,6,M,2023,137,80.04,2026-02-26 09:07:03.566365
31,School_31,West,12,F,2023,48,91.56,2026-02-26 09:07:03.566365
44,School_44,East,10,M,2023,90,87.96,2026-02-26 09:07:03.566365
1,School_1,East,6,M,2023,188,94.2,2026-02-26 09:07:03.566365
30,School_30,North,1,F,2024,175,60.3,2026-02-26 09:07:03.566365
2,School_2,North,2,F,2020,96,70.45,2026-02-26 09:07:03.566365
7,School_7,East,3,M,2021,168,81.95,2026-02-26 09:07:03.566365
23,School_23,South,4,M,2023,151,97.64,2026-02-26 09:07:03.566365
14,School_14,North,6,F,2021,145,87.19,2026-02-26 09:07:03.566365
42,School_42,West,12,F,2021,118,78.26,2026-02-26 09:07:03.566365
30,School_30,North,12,F,2024,135,65.21,2026-02-26 09:07:03.566365
8,School_8,South,11,M,2021,34,79.73,2026-02-26 09:07:03.566365
38,School_38,North,9,M,2023,109,77.64,2026-02-26 09:07:03.566365
44,School_44,West,12,F,2021,193,91.14,2026-02-26 09:07:03.566365
1,School_1,West,2,M,2024,154,76.53,2026-02-26 09:07:03.566365
7,School_7,West,8,M,2023,165,72.75,2026-02-26 09:07:03.566365
6,School_6,South,9,M,2024,108,63.59,2026-02-26 09:07:03.566365
43,School_43,South,2,F,2022,168,61.86,2026-02-26 09:07:03.566365
38,School_38,West,9,M,2020,135,77.57,2026-02-26 09:07:03.566365
41,School_41,West,7,F,2021,155,73.87,2026-02-26 09:07:03.566365
15,School_15,South,9,M,2021,39,82.21,2026-02-26 09:07:03.566365
34,School_34,South,6,F,2021,101,88.48,2026-02-26 09:07:03.566365
29,School_29,South,2,F,2022,136,61.6,2026-02-26 09:07:03.566365
9,School_9,East,8,M,2020,86,79.85,2026-02-26 09:07:03.566365
37,School_37,South,10,M,2024,81,94.48,2026-02-26 09:07:03.566365
17,School_17,West,9,F,2022,37,78.21,2026-02-26 09:07:03.566365
49,School_49,East,12,F,2022,110,80.85,2026-02-26 09:07:03.566365
4,School_4,South,8,M,2023,129,79.47,2026-02-26 09:07:03.566365
28,School_28,West,2,F,2022,75,75.59,2026-02-26 09:07:03.566365
38,School_38,North,8,F,2022,104,64.4,2026-02-26 09:07:03.566365
33,School_33,East,3,M,2021,169,65.05,2026-02-26 09:07:03.566365
42,School_42,West,3,M,2023,27,67.16,2026-02-26 09:07:03.566365
44,School_44,North,9,M,2024,158,91.7,2026-02-26 09:07:03.566365
22,School_22,West,9,M,2020,126,71.01,2026-02-26 09:07:03.566365
4,School_4,South,9,F,2024,31,97.92,2026-02-26 09:07:03.566365
29,School_29,South,4,M,2023,195,92.41,2026-02-26 09:07:03.566365
5,School_5,North,12,M,2021,122,87.38,2026-02-26 09:07:03.566365
45,School_45,South,7,M,2020,82,88.82,2026-02-26 09:07:03.566365
43,School_43,West,8,M,2024,46,61.91,2026-02-26 09:07:03.566365
3,School_3,North,5,F,2020,54,82.74,2026-02-26 09:07:03.566365
28,School_28,West,1,F,2020,149,97.64,2026-02-26 09:07:03.566365
22,School_22,West,9,M,2020,155,61.56,2026-02-26 09:07:03.566365
5,School_5,West,6,M,2022,39,71.64,2026-02-26 09:07:03.566365
31,School_31,South,3,M,2023,27,62.06,2026-02-26 09:07:03.566365
41,School_41,South,3,M,2023,87,82.79,2026-02-26 09:07:03.566365
17,School_17,West,10,F,2021,178,64.65,2026-02-26 09:07:03.566365
14,School_14,East,1,F,2024,179,79.17,2026-02-26 09:07:03.566365
39,School_39,West,8,F,2021,160,88.8,2026-02-26 09:07:03.566365
31,School_31,West,2,F,2024,105,66.58,2026-02-26 09:07:03.566365
8,School_8,North,12,M,2020,45,90.21,2026-02-26 09:07:03.566365
36,School_36,West,1,F,2024,100,62.41,2026-02-26 09:07:03.566365
9,School_9,South,7,F,2024,176,65.98,2026-02-26 09:07:03.566365
19,School_19,North,11,M,2020,139,71.2,2026-02-26 09:07:03.566365
5,School_5,East,9,F,2021,37,91.84,2026-02-26 09:07:03.566365
47,School_47,North,6,F,2024,88,94.01,2026-02-26 09:07:03.566365
2,School_2,East,8,F,2021,159,68.82,2026-02-26 09:07:03.566365
41,School_41,North,8,M,2021,149,63.83,2026-02-26 09:07:03.566365
10,School_10,North,9,M,2023,189,93.92,2026-02-26 09:07:03.566365
42,School_42,East,7,M,2020,154,85.97,2026-02-26 09:07:03.566365
16,School_16,South,9,M,2020,66,66.31,2026-02-26 09:07:03.566365
31,School_31,South,9,F,2022,142,82.31,2026-02-26 09:07:03.566365
3,School_3,South,12,F,2021,73,94.89,2026-02-26 09:07:03.566365
3,School_3,North,11,M,2022,34,62.78,2026-02-26 09:07:03.566365
16,School_16,West,1,M,2020,180,63.35,2026-02-26 09:07:03.566365
40,School_40,North,6,M,2020,195,70.94,2026-02-26 09:07:03.566365
18,School_18,West,12,F,2022,85,86.09,2026-02-26 09:07:03.566365
4,School_4,West,8,F,2020,100,67.12,2026-02-26 09:07:03.566365
31,School_31,South,10,M,2020,55,92.65,2026-02-26 09:07:03.566365
21,School_21,West,9,M,2023,36,90.02,2026-02-26 09:07:03.566365
5,School_5,North,4,M,2024,21,82.44,2026-02-26 09:07:03.566365
34,School_34,North,2,M,2023,52,64.64,2026-02-26 09:07:03.566365
21,School_21,South,11,M,2024,112,99.53,2026-02-26 09:07:03.566365
0,School_0,East,9,M,2023,143,79.6,2026-02-26 09:07:03.566365
19,School_19,North,9,M,2023,153,78.08,2026-02-26 09:07:03.566365
21,School_21,West,12,M,2021,190,99.82,2026-02-26 09:07:03.566365
47,School_47,North,8,F,2022,119,94.55,2026-02-26 09:07:03.566365
10,School_10,North,3,M,2023,107,78.25,2026-02-26 09:07:03.566365
12,School_12,North,5,F,2021,30,76.75,2026-02-26 09:07:03.566365
41,School_41,East,2,M,2023,24,63.84,2026-02-26 09:07:03.566365
2,School_2,West,3,F,2022,49,97.06,2026-02-26 09:07:03.566365
8,School_8,South,1,M,2021,157,93.75,2026-02-26 09:07:03.566365
11,School_11,North,4,M,2024,110,72.4,2026-02-26 09:07:03.566365
22,School_22,West,5,F,2022,110,90.13,2026-02-26 09:07:03.566365
13,School_13,West,12,M,2020,171,90.51,2026-02-26 09:07:03.566365
32,School_32,South,2,F,2021,141,69.12,2026-02-26 09:07:03.566365
17,School_17,North,3,F,2020,137,84.55,2026-02-26 09:07:03.566365
48,School_48,East,12,F,2021,80,70.2,2026-02-26 09:07:03.566365
40,School_40,West,6,M,2024,121,91.6,2026-02-26 09:07:03.566365
8,School_8,South,6,F,2021,45,66.15,2026-02-26 09:07:03.566365
22,School_22,East,7,M,2023,128,86.76,2026-02-26 09:07:03.566365
9,School_9,West,12,F,2020,131,73.04,2026-02-26 09:07:03.566365
18,School_18,North,9,M,2020,58,61.45,2026-02-26 09:07:03.566365
46,School_46,West,4,F,2021,22,64.95,2026-02-26 09:07:03.566365
4,School_4,East,5,F,2023,57,86.2,2026-02-26 09:07:03.566365
46,School_46,East,11,M,2023,61,69.6,2026-02-26 09:07:03.566365
22,School_22,North,2,M,2021,67,85.24,2026-02-26 09:07:03.566365
29,School_29,North,6,M,2022,32,76.59,2026-02-26 09:07:03.566365
24,School_24,South,4,M,2024,108,87.71,2026-02-26 09:07:03.566365
27,School_27,North,5,M,2021,107,79.72,2026-02-26 09:07:03.566365
33,School_33,South,7,M,2023,75,72.34,2026-02-26 09:07:03.566365
44,School_44,East,6,M,2024,82,65.83,2026-02-26 09:07:03.566365
47,School_47,East,8,M,2021,99,73.64,2026-02-26 09:07:03.566365
46,School_46,West,6,M,2024,62,85.4,2026-02-26 09:07:03.566365
24,School_24,West,10,F,2022,94,89.62,2026-02-26 09:07:03.566365
9,School_9,South,8,F,2023,76,66.41,2026-02-26 09:07:03.566365
13,School_13,North,4,F,2022,168,86.57,2026-02-26 09:07:03.566365
41,School_41,North,12,F,2022,192,67.17,2026-02-26 09:07:03.566365
45,School_45,West,7,M,2023,183,68.87,2026-02-26 09:07:03.566365
29,School_29,East,3,F,2022,82,81.25,2026-02-26 09:07:03.566365
40,School_40,South,1,F,2021,145,71.57,2026-02-26 09:07:03.566365
24,School_24,East,9,F,2021,144,86.46,2026-02-26 09:07:03.566365
13,School_13,East,9,M,2024,20,98.23,2026-02-26 09:07:03.566365
34,School_34,North,6,M,2021,111,65.96,2026-02-26 09:07:03.566365
47,School_47,South,2,F,2021,138,82.82,2026-02-26 09:07:03.566365
33,School_33,East,8,F,2024,180,96.93,2026-02-26 09:07:03.566365
9,School_9,West,10,F,2020,51,67.06,2026-02-26 09:07:03.566365
34,School_34,West,6,M,2023,145,74.67,2026-02-26 09:07:03.566365
10,School_10,North,7,F,2021,45,64.94,2026-02-26 09:07:03.566365
10,School_10,West,1,F,2024,80,85.68,2026-02-26 09:07:03.566365
20,School_20,West,3,M,2022,131,86.77,2026-02-26 09:07:03.566365
20,School_20,East,1,F,2022,164,86.57,2026-02-26 09:07:03.566365
21,School_21,West,10,F,2021,88,81.69,2026-02-26 09:07:03.566365
44,School_44,West,1,F,2023,48,89.85,2026-02-26 09:07:03.566365
6,School_6,East,12,F,2024,82,61.44,2026-02-26 09:07:03.566365
16,School_16,North,12,F,2024,153,98.3,2026-02-26 09:07:03.566365
1,School_1,North,11,F,2024,124,68.88,2026-02-26 09:07:03.566365
11,School_11,South,1,F,2024,134,64.86,2026-02-26 09:07:03.566365
41,School_41,West,4,F,2024,40,97.65,2026-02-26 09:07:03.566365
17,School_17,East,7,M,2023,192,93.22,2026-02-26 09:07:03.566365
10,School_10,South,7,F,2024,192,90.59,2026-02-26 09:07:03.566365
15,School_15,North,12,F,2023,106,64.19,2026-02-26 09:07:03.566365
48,School_48,North,5,F,2023,54,92.3,2026-02-26 09:07:03.566365
17,School_17,East,12,M,2023,71,84.36,2026-02-26 09:07:03.566365
34,School_34,South,6,F,2022,65,89.28,2026-02-26 09:07:03.566365
25,School_25,South,2,M,2020,76,99.12,2026-02-26 09:07:03.566365
15,School_15,East,5,F,2021,61,67.78,2026-02-26 09:07:03.566365
5,School_5,East,7,M,2022,96,80.18,2026-02-26 09:07:03.566365
43,School_43,South,9,M,2020,117,90.13,2026-02-26 09:07:03.566365
42,School_42,North,6,M,2022,35,77.35,2026-02-26 09:07:03.566365
46,School_46,West,12,F,2023,152,62.19,2026-02-26 09:07:03.566365
46,School_46,North,10,F,2023,20,64.46,2026-02-26 09:07:03.566365
47,School_47,East,4,M,2024,169,84.08,2026-02-26 09:07:03.566365
41,School_41,South,3,F,2023,67,71.4,2026-02-26 09:07:03.566365
11,School_11,South,9,M,2022,141,65.51,2026-02-26 09:07:03.566365
12,School_12,West,7,F,2021,45,73.6,2026-02-26 09:07:03.566365
3,School_3,South,11,F,2023,53,68.04,2026-02-26 09:07:03.566365
38,School_38,West,6,M,2020,133,60.96,2026-02-26 09:07:03.566365
1,School_1,North,7,M,2022,77,66.07,2026-02-26 09:07:03.566365
25,School_25,North,8,F,2020,154,95.32,2026-02-26 09:07:03.566365
26,School_26,South,5,M,2024,44,60.48,2026-02-26 09:07:03.566365
26,School_26,South,3,M,2024,159,90.95,2026-02-26 09:07:03.566365
14,School_14,East,3,F,2021,178,90.14,2026-02-26 09:07:03.566365
7,School_7,East,2,M,2022,46,82.57,2026-02-26 09:07:03.566365
6,School_6,South,8,F,2021,105,68.34,2026-02-26 09:07:03.566365
46,School_46,South,1,F,2020,181,95.12,2026-02-26 09:07:03.566365
45,School_45,North,12,M,2021,137,79.0,2026-02-26 09:07:03.566365
39,School_39,South,8,M,2020,100,66.93,2026-02-26 09:07:03.566365
11,School_11,East,3,M,2021,94,77.16,2026-02-26 09:07:03.566365
12,School_12,North,9,F,2024,112,67.8,2026-02-26 09:07:03.566365
42,School_42,West,12,M,2022,53,75.04,2026-02-26 09:07:03.566365
16,School_16,East,12,F,2021,134,79.87,2026-02-26 09:07:03.566365
16,School_16,East,11,M,2020,184,74.4,2026-02-26 09:07:03.566365
35,School_35,North,2,M,2022,132,86.28,2026-02-26 09:07:03.566365
20,School_20,West,10,F,2024,131,97.44,2026-02-26 09:07:03.566365
7,School_7,East,9,M,2024,79,73.93,2026-02-26 09:07:03.566365
4,School_4,South,6,M,2023,45,74.23,2026-02-26 09:07:03.566365
25,School_25,East,1,F,2022,145,89.53,2026-02-26 09:07:03.566365
15,School_15,North,5,M,2021,192,81.22,2026-02-26 09:07:03.566365
35,School_35,North,10,M,2024,64,77.15,2026-02-26 09:07:03.566365
27,School_27,North,9,F,2021,51,92.55,2026-02-26 09:07:03.566365
28,School_28,East,6,M,2021,90,95.64,2026-02-26 09:07:03.566365
46,School_46,West,7,M,2020,42,83.62,2026-02-26 09:07:03.566365
11,School_11,South,4,F,2021,186,67.4,2026-02-26 09:07:03.566365
36,School_36,North,1,M,2023,192,78.65,2026-02-26 09:07:03.566365
29,School_29,West,5,M,2022,82,80.17,2026-02-26 09:07:03.566365
22,School_22,South,2,M,2022,89,77.29,2026-02-26 09:07:03.566365
15,School_15,North,8,F,2020,73,70.5,2026-02-26 09:07:03.566365
13,School_13,South,4,M,2023,46,78.89,2026-02-26 09:07:03.566365
9,School_9,South,1,F,2023,112,77.86,2026-02-26 09:07:03.566365
6,School_6,West,10,M,2022,98,68.38,2026-02-26 09:07:03.566365
44,School_44,South,7,M,2023,55,96.14,2026-02-26 09:07:03.566365
36,School_36,North,12,M,2024,152,95.41,2026-02-26 09:07:03.566365
28,School_28,West,11,M,2021,198,90.38,2026-02-26 09:07:03.566365
2,School_2,East,2,M,2021,51,76.04,2026-02-26 09:07:03.566365
14,School_14,East,3,M,2022,168,74.81,2026-02-26 09:07:03.566365
35,School_35,West,9,M,2022,36,88.66,2026-02-26 09:07:03.566365
46,School_46,East,9,M,2023,173,84.32,2026-02-26 09:07:03.566365
45,School_45,South,2,M,2020,41,84.02,2026-02-26 09:07:03.566365
18,School_18,North,3,F,2022,60,64.96,2026-02-26 09:07:03.566365
12,School_12,South,11,M,2022,78,84.73,2026-02-26 09:07:03.566365
41,School_41,West,12,F,2022,94,96.07,2026-02-26 09:07:03.566365
20,School_20,North,9,F,2023,141,63.43,2026-02-26 09:07:03.566365
36,School_36,West,1,M,2024,29,73.57,2026-02-26 09:07:03.566365
26,School_26,West,2,F,2022,106,80.36,2026-02-26 09:07:03.566365
28,School_28,West,11,F,2024,24,87.44,2026-02-26 09:07:03.566365
19,School_19,South,2,F,2023,74,63.59,2026-02-26 09:07:03.566365
24,School_24,North,10,F,2020,45,94.91,2026-02-26 09:07:03.566365
5,School_5,North,3,M,2021,23,61.62,2026-02-26 09:07:03.566365
35,School_35,North,10,F,2021,126,94.31,2026-02-26 09:07:03.566365
1,School_1,South,3,M,2021,46,61.11,2026-02-26 09:07:03.566365
21,School_21,East,10,F,2021,145,66.14,2026-02-26 09:07:03.566365
31,School_31,South,2,F,2023,22,92.01,2026-02-26 09:07:03.566365
15,School_15,South,8,F,2021,69,94.41,2026-02-26 09:07:03.566365
17,School_17,West,8,M,2023,144,99.29,2026-02-26 09:07:03.566365
4,School_4,North,8,M,2020,45,64.63,2026-02-26 09:07:03.566365
35,School_35,North,2,M,2022,165,81.06,2026-02-26 09:07:03.566365
29,School_29,East,9,M,2022,154,63.09,2026-02-26 09:07:03.566365
44,School_44,East,11,F,2022,136,66.26,2026-02-26 09:07:03.566365
18,School_18,West,7,M,2023,64,66.98,2026-02-26 09:07:03.566365
22,School_22,North,12,F,2023,160,62.54,2026-02-26 09:07:03.566365
33,School_33,East,5,M,2023,25,95.72,2026-02-26 09:07:03.566365
12,School_12,East,7,F,2020,182,65.05,2026-02-26 09:07:03.566365
42,School_42,North,8,F,2024,72,85.17,2026-02-26 09:07:03.566365
28,School_28,South,9,M,2023,189,85.03,2026-02-26 09:07:03.566365
35,School_35,East,2,F,2023,23,67.95,2026-02-26 09:07:03.566365
21,School_21,North,6,F,2022,79,99.94,2026-02-26 09:07:03.566365
46,School_46,East,9,F,2021,192,73.89,2026-02-26 09:07:03.566365
35,School_35,West,6,F,2021,91,96.2,2026-02-26 09:07:03.566365
8,School_8,East,2,F,2020,94,97.93,2026-02-26 09:07:03.566365
38,School_38,North,1,M,2021,85,97.96,2026-02-26 09:07:03.566365
18,School_18,East,12,M,2024,41,90.11,2026-02-26 09:07:03.566365
37,School_37,West,3,F,2022,159,70.15,2026-02-26 09:07:03.566365
5,School_5,West,11,F,2020,70,64.83,2026-02-26 09:07:03.566365
46,School_46,East,5,M,2021,164,82.8,2026-02-26 09:07:03.566365
14,School_14,East,7,M,2021,183,74.4,2026-02-26 09:07:03.566365
19,School_19,West,10,M,2022,112,93.24,2026-02-26 09:07:03.566365
8,School_8,West,10,F,2020,68,89.8,2026-02-26 09:07:03.566365
31,School_31,South,3,F,2022,35,71.06,2026-02-26 09:07:03.566365
3,School_3,South,9,M,2020,63,60.68,2026-02-26 09:07:03.566365
49,School_49,West,10,M,2021,126,69.49,2026-02-26 09:07:03.566365
17,School_17,East,12,M,2022,169,82.68,2026-02-26 09:07:03.566365
4,School_4,North,4,F,2022,113,63.16,2026-02-26 09:07:03.566365
19,School_19,East,10,F,2024,27,86.33,2026-02-26 09:07:03.566365
22,School_22,East,2,F,2022,129,86.87,2026-02-26 09:07:03.566365
10,School_10,South,3,M,2020,37,66.78,2026-02-26 09:07:03.566365
36,School_36,South,5,F,2024,99,83.85,2026-02-26 09:07:03.566365
21,School_21,South,3,M,2022,137,84.28,2026-02-26 09:07:03.566365
3,School_3,West,5,M,2022,91,79.12,2026-02-26 09:07:03.566365
28,School_28,West,4,M,2024,113,98.13,2026-02-26 09:07:03.566365
43,School_43,East,11,F,2021,57,64.33,2026-02-26 09:07:03.566365
33,School_33,East,10,F,2022,176,76.27,2026-02-26 09:07:03.566365
12,School_12,North,3,F,2023,100,95.32,2026-02-26 09:07:03.566365
41,School_41,East,12,F,2021,126,75.45,2026-02-26 09:07:03.566365
8,School_8,East,6,F,2022,149,76.99,2026-02-26 09:07:03.566365
41,School_41,South,8,F,2021,61,86.73,2026-02-26 09:07:03.566365
30,School_30,South,12,M,2020,137,86.62,2026-02-26 09:07:03.566365
6,School_6,South,4,M,2021,40,60.92,2026-02-26 09:07:03.566365
3,School_3,South,9,F,2024,149,78.23,2026-02-26 09:07:03.566365
18,School_18,South,6,F,2022,24,73.34,2026-02-26 09:07:03.566365
41,School_41,North,5,F,2021,36,85.11,2026-02-26 09:07:03.566365
29,School_29,North,3,M,2023,43,82.23,2026-02-26 09:07:03.566365
30,School_30,North,5,F,2020,155,86.03,2026-02-26 09:07:03.566365
34,School_34,South,5,M,2020,177,86.15,2026-02-26 09:07:03.566365
20,School_20,West,12,F,2021,197,70.19,2026-02-26 09:07:03.566365
30,School_30,South,12,M,2024,169,69.86,2026-02-26 09:07:03.566365
18,School_18,South,4,M,2020,78,74.81,2026-02-26 09:07:03.566365
30,School_30,North,12,F,2021,171,69.68,2026-02-26 09:07:03.566365
31,School_31,South,6,M,2021,45,87.31,2026-02-26 09:07:03.566365
1,School_1,North,3,M,2020,80,84.11,2026-02-26 09:07:03.566365
9,School_9,South,10,M,2021,155,68.66,2026-02-26 09:07:03.566365
1,School_1,East,1,M,2021,31,95.36,2026-02-26 09:07:03.566365
1,School_1,West,7,F,2023,33,78.43,2026-02-26 09:07:03.566365
23,School_23,West,7,M,2021,49,65.08,2026-02-26 09:07:03.566365
16,School_16,North,12,M,2021,118,68.52,2026-02-26 09:07:03.566365
31,School_31,East,4,M,2024,81,81.59,2026-02-26 09:07:03.566365
15,School_15,West,9,F,2020,50,73.54,2026-02-26 09:07:03.566365
